Date,Day.past.1.1.16,Treatment,Salinity,Temp (in situ),TA (FTA),pH out,fCO2 out (uatm),pCO2 out (uatm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW),Revelle out,WCa out,WAr out,xCO2 out (dry at 1 atm) (ppm),,Salinity.SD,Temp (in situ).SD,TA (FTA).SD,pH out.SD,fCO2 out (uatm).SD,pCO2 out (uatm).SD,HCO3 out (mmol/kgSW).SD,CO3 out (mmol/kgSW).SD,CO2 out (mmol/kgSW).SD,B Alk out (mmol/kgSW).SD,OH out (mmol/kgSW).SD,P Alk out (mmol/kgSW).SD,Si Alk out (mmol/kgSW).SD,Revelle out.SD,WCa out.SD,WAr out.SD,xCO2 out (dry at 1 atm) (ppm).SD
3/9/17,433,AcidifiedHeated,33.856,25.626511,2189.6361,7.8445819,659.0899313,661.1828262,1846.251097,139.2909926,18.53023689,60.45680525,4.360784907,0,0,11.91700816,3.388476119,2.233001629,682.9264588,,0.006992059,0.030903783,10.14025756,0.010523306,21.21997911,21.28738297,15.13106409,2.327839725,0.597205309,1.242982749,0.105819524,0,0,0.152814375,0.056606859,0.037315438,21.9864039
3/16/17,440,AcidifiedHeated,33.827,26.018734,2158.8584,7.7854777,760.5832178,762.9868551,1853.239872,123.7282461,21.17806272,54.23851405,3.940289836,0,0,12.59361634,3.012856316,1.987731903,788.6913381,,0.013374935,0.051055898,5.173132518,0.020364505,41.78600824,41.91705742,14.78535467,4.674254912,1.144960945,2.139168312,0.172166679,0,0,0.275232482,0.113763445,0.074834731,43.38322029
3/21/17,445,AcidifiedHeated,33.986167,25.783667,2127.1579,7.7439402,833.2344548,835.8752452,1850.287069,111.7143249,23.31830945,49.94479009,3.515834008,0,0,13.13829546,2.715525132,1.790855862,863.6299471,,0.00555759,0.096186507,7.490535338,0.01326278,28.41289451,28.50174727,7.947967733,3.006873369,0.775039974,1.291047414,0.100317955,0,0,0.173902478,0.073020821,0.04806503,29.51176599
3/28/17,452,AcidifiedHeated,34.366,26.161545,2181.443,7.8129402,711.5881052,713.8330094,1850.579691,133.9348853,19.68967213,58.71838711,4.290880321,0,0,12.09920811,3.247725312,2.145927691,738.0889178,,0.013498971,0.292596018,6.139327777,0.012731813,24.394031,24.46902618,9.906895344,3.240753299,0.655617044,1.432242007,0.143801164,0,0,0.169258291,0.07868898,0.05227904,25.41215095
4/4/17,459,AcidifiedHeated,34.573,26.748248,2178.8429,7.7965685,742.2040535,744.5290305,1851.387878,132.4836437,20.22231786,58.13283022,4.371265546,0,0,12.14023304,3.210479256,2.12602698,770.7374076,,0.008232726,0.08557474,5.839779609,0.023352754,46.95637578,47.10429428,17.62699175,5.994487033,1.294188271,2.696115861,0.244655356,0,0,0.32260183,0.145530245,0.096569015,48.71571819
4/12/17,467,AcidifiedHeated,34.597,26.775449,2184.1563,7.8380669,665.3341012,667.4177098,1828.062066,144.0763639,18.11586318,63.13543868,4.820929535,0,0,11.58854875,3.490902954,2.312057733,690.9453205,,0.006749486,0.205537257,7.682642182,0.013181907,24.13631815,24.21648534,14.23041234,4.315779319,0.738702351,1.875595062,0.225214634,0,0,0.213186355,0.105761784,0.071373349,24.81025538
4/18/17,473,AcidifiedHeated,34.384834,26.378834,2145.8798,7.7458513,835.3929803,838.0216276,1857.97878,116.2368073,22.99088884,51.69426469,3.751552388,0,0,12.90740939,2.819266621,1.864149279,866.8668751,,0.004872093,0.075254321,4.62840392,0.020516498,43.50046315,43.6385077,10.86780726,5.06792491,1.218715189,2.200085745,0.192796537,0,0,0.287984212,0.123074044,0.081622049,45.07636142
4/25/17,480,AcidifiedHeated,33.988,25.887521,2151.2209,7.8122653,707.0949544,709.3331617,1829.576205,130.0053303,19.7373082,57.48516101,4.164653805,0,0,12.21443168,3.160716806,2.085126958,733.0348572,,0.007888106,0.06510505,5.753973669,0.036794361,70.26916194,70.49151157,26.1579568,9.088460181,1.959806942,4.135334707,0.348885082,0,0,0.501871921,0.221065705,0.145809126,72.85095525
5/2/17,487,AcidifiedHeated,33.463,27.299623,2129.2972,7.7658538,792.3045211,794.769972,1829.994353,121.1241107,21.42156218,52.88760501,4.184532473,0,0,12.60520151,2.966215249,1.963318613,823.7168126,,0.009486833,0.118770624,6.203671221,0.013906965,29.25562844,29.34924041,12.32588958,3.605698472,0.837159712,1.603194938,0.171275314,0,0,0.214212564,0.088806489,0.059352773,30.2667686
5/11/17,496,AcidifiedHeated,33.585,26.983411,2140.5935,7.7790003,768.2919721,770.691807,1834.108839,124.0667083,20.91863742,54.16465074,4.203543812,0,0,12.48679501,3.033105348,2.006109832,798.2297377,,0.005270463,0.168668442,10.18120071,0.00825848,17.126542,17.18123258,11.13654861,2.207979251,0.494674593,0.946517333,0.107611433,0,0,0.128063348,0.054269022,0.036230558,17.72894523
5/16/17,501,AcidifiedHeated,33.901666,26.722,2164.9529,7.7556426,825.0209951,827.6060065,1869.553886,119.7039491,22.56712262,52.09108033,3.917982124,0,0,12.83154376,2.917096553,1.929054572,856.7170175,,0.014656436,0.189585018,6.055216474,0.020805285,44.92450504,45.06169595,9.820550908,4.666162195,1.168155889,2.007792844,0.156505672,0,0,0.258390702,0.113359596,0.074484198,46.84932508
5/24/17,509,AcidifiedHeated,34.14,27.062221,2163.5366,7.7701493,791.9268248,794.3980494,1854.926918,124.9401111,21.45850097,54.55669897,4.190098853,0,0,12.49762489,3.040682232,2.01391733,822.9149193,,0.00942809,0.166272552,6.599923925,0.012564351,25.62527441,25.70341948,9.288444114,3.024801699,0.667603701,1.329565035,0.116717356,0,0,0.159957247,0.073441927,0.048462103,26.73332485
6/1/17,517,AcidifiedHeated,34.162,27.171735,2147.3442,7.7888119,748.8064715,751.1401982,1827.780045,129.157794,20.23649445,56.84218376,4.42303491,0,0,12.19349252,3.143460174,2.082824815,778.274156,,0.00421637,0.115710327,8.793128628,0.022362241,46.27689083,46.42306282,19.49483121,5.625356928,1.284935853,2.576522138,0.253052258,0,0,0.322454962,0.137421102,0.091506176,47.98635272
6/6/17,522,AcidifiedHeated,34.263,27.3237,2157.4567,7.8033355,723.0947506,725.3442692,1825.134085,134.3837182,19.46101406,58.9288178,4.642469507,0,0,11.95820471,3.2688634,2.167410653,751.7851124,,0.009486833,0.178682318,12.62258974,0.018683894,36.04166517,36.15757585,16.69236627,5.533151393,1.037298932,2.333875127,0.25356641,0,0,0.278261641,0.135488889,0.090750859,37.25357272
6/16/17,532,AcidifiedHeated,34.342,27.984549,2164.8305,7.8094961,714.3435107,716.5481128,1820.153647,139.4655531,18.91428239,60.76356801,4.99800049,0,0,11.72824931,3.394811108,2.256048333,743.7351014,,0.011352924,0.113173496,6.407568619,0.026559864,51.65093788,51.8125095,19.87964686,7.347030961,1.404660257,3.224699541,0.333842171,0,0,0.3654803,0.179430788,0.119781003,53.64459315
6/21/17,537,AcidifiedHeated,34.467,27.883734,2176.7534,7.7721899,791.7136389,794.1598286,1855.045806,130.2939731,20.99733692,56.58487713,4.552105712,0,0,12.23099757,3.167431924,2.104729733,824.1161546,,0.010593499,0.104508385,6.788373577,0.020191601,41.97300931,42.10239281,11.82736358,5.237013482,1.109045962,2.229707005,0.208329811,0,0,0.265751034,0.127352608,0.084612396,43.70930792
6/27/17,543,AcidifiedHeated,34.488834,27.231,2141.1744,7.7446427,836.2096529,838.8138014,1846.305159,119.0181552,22.52656019,52.81319011,4.038146414,0,0,12.69404052,2.888949753,1.915737704,869.224756,,0.014846308,0.091521252,13.37148642,0.020107545,41.52633743,41.65596041,9.313079183,5.236434022,1.124547422,2.100666828,0.187970559,0,0,0.26292673,0.127287647,0.084516577,43.1486719
7/7/17,553,AcidifiedHeated,34.609,28.196626,2152.4647,7.8058428,714.6391404,716.8387842,1807.917537,139.135792,18.79741382,61.22742159,5.064167111,0,0,11.65384491,3.380392428,2.24911471,744.3998932,,0.011005049,0.192908415,6.592304993,0.014998769,28.65219783,28.73739631,10.81222869,3.646382684,0.706400404,1.661301928,0.142353474,0,0,0.172767403,0.088006892,0.05795496,30.03045256
7/19/17,565,AcidifiedHeated,34.634,27.617418,2162.0616,7.8342236,664.9186063,666.9796699,1802.619601,145.186615,17.73287188,63.9404049,5.143385956,0,0,11.42021122,3.522461145,2.33935829,691.7323505,,0.009660918,0.098922284,10.01592753,0.010851337,17.76708427,17.82258913,7.743432901,3.515961685,0.482534438,1.361591931,0.141469753,0,0,0.135273055,0.085660441,0.057078209,18.45835852
7/25/17,571,AcidifiedHeated,34.650666,27.900667,2171.7471,7.7470424,843.7829826,846.3893978,1864.649769,124.2631975,22.34635279,54.27011069,4.319184274,0,0,12.5174948,3.016102104,2.004949339,878.3531254,,0.007902165,0.12496994,8.991020761,0.027565768,62.80777754,62.99969638,18.66872607,6.40877953,1.628664011,2.870255913,0.247512588,0,0,0.359126667,0.155235433,0.102810765,65.50779369
7/31/17,577,AcidifiedHeated,34.821,27.460461,2138.3135,7.8112185,698.1053863,700.2733675,1797.831413,137.1500593,18.66967858,61.37073747,4.827046567,0,0,11.67756318,3.321061199,2.205219309,726.0167029,,0.009944289,0.135328427,6.97211019,0.009165916,16.37431502,16.42281434,6.205524559,2.364079326,0.400016219,0.997141241,0.079912814,0,0,0.099205099,0.056974918,0.037472552,17.16735878
8/8/17,585,AcidifiedHeated,34.825,28.326834,2115.7869,7.6049437,1184.173799,1187.813307,1886.657232,92.31098115,31.02387917,41.29410648,3.239011766,0,0,14.17950659,2.239146099,1.491045299,1233.815537,,0.008498366,0.213934166,9.414665681,0.012642957,41.17661202,41.30902509,12.98685049,2.605047841,1.18361502,1.191316257,0.13488163,0,0,0.196813471,0.06388522,0.043262632,42.54083344
8/15/17,592,AcidifiedHeated,34.974,28.466199,2137.9727,7.7440569,834.0413089,836.6000253,1829.461848,124.3403806,21.75665587,55.32246999,4.526097421,0,0,12.30810394,3.01293847,2.007714865,869.2992035,,0.013498971,0.328783607,9.357210269,0.016281833,34.8444706,34.94441816,10.53410766,3.461513126,0.803140709,1.568339101,0.123157246,0,0,0.172486497,0.082804436,0.054191867,36.75877202
8/23/17,600,AcidifiedHeated,34.804166,28.786834,2126.0091,7.7282947,866.877285,869.5266196,1826.399457,120.7326887,22.46364374,53.6835533,4.479915188,0,0,12.46613483,2.931886909,1.955191049,904.16531,,0.004794159,0.125996075,7.750930646,0.029101176,62.78187619,62.97173472,11.99691777,7.16940258,1.594835109,3.088071564,0.282798809,0,0,0.364436877,0.173708175,0.115487272,65.61291508
8/29/17,606,AcidifiedHeated,34.824,28.553818,2136.199,7.6936681,951.7085701,954.6254738,1857.61948,112.3803302,24.79742852,49.78918974,4.050362627,0,0,12.99351335,2.727249001,1.817403764,992.1133209,,0.010749677,0.076368707,6.463788225,0.012967306,30.58665023,30.68043597,6.915431352,3.154026323,0.798899509,1.327398646,0.126421451,0,0,0.17139867,0.07661459,0.051128882,31.88320778
9/7/17,615,AcidifiedHeated,34.299,29.352899,2126.113,7.7879684,742.5251804,744.7793219,1787.713247,136.5682772,19.04022319,59.93606333,5.343827541,0,0,11.66589248,3.335594953,2.226541134,775.4694109,,0.00875595,0.127217171,4.568959911,0.021102064,41.8753177,42.00466761,14.08224649,5.949799394,1.111219042,2.57742127,0.297345493,0,0,0.290126028,0.145945035,0.098078106,43.58421499
9/12/17,620,AcidifiedHeated,34.255,29.374461,2113.8305,7.7231279,877.3318792,879.9945488,1817.439936,119.576271,22.4902389,52.64813947,4.609257546,0,0,12.50520491,2.921846575,1.950324492,916.3054095,,0.014337209,0.075766406,7.610103712,0.025539812,61.69841719,61.88740404,20.51190415,5.912611623,1.611269861,2.751604949,0.28996831,0,0,0.363081032,0.144610147,0.096910377,64.32285973
9/18/17,626,AcidifiedHeated,34.448834,28.806001,2151.6182,7.7014113,947.7726449,950.6684159,1866.464858,115.3567879,24.59062859,50.25704164,4.20323078,0,0,12.93803757,2.810273028,1.872960468,988.5997355,,0.011196913,0.155248798,5.830111564,0.047265332,116.4018978,116.7549214,24.76809901,10.69518044,2.97711225,4.680720017,0.433086881,0,0,0.614209074,0.260310849,0.173143287,121.5856244
10/5/17,643,AcidifiedHeated,34.768,29.089918,2137.2154,7.7080612,917.7438368,920.5385463,1846.173334,117.456781,23.61973128,51.7694698,4.379093165,0,0,12.69123003,2.855143711,1.905832128,957.877967,,0.016865481,0.148374769,4.60973979,0.00815981,20.2445441,20.30484027,6.831165679,1.807611045,0.505433391,0.832089518,0.086327175,0,0,0.107826031,0.043907991,0.029384579,21.22175133
10/11/17,649,AcidifiedHeated,34.754,29.098898,2182.7372,7.7606732,816.5909702,819.077425,1854.019378,133.1501551,21.01421007,57.48895792,4.946270115,0,0,12.05923636,3.237093557,2.160805327,852.3169514,,0.010749677,0.166806998,3.349416759,0.008561871,19.31623868,19.3759092,7.530934646,2.356987106,0.517714629,1.035084745,0.129674846,0,0,0.127392753,0.057714743,0.039106451,20.10697412
10/17/17,655,AcidifiedHeated,34.800167,27.740666,2179.2508,7.7256662,894.0940258,896.8614148,1884.449623,119.3185959,23.75557815,52.11563531,4.067620062,0,0,12.82060252,2.891429369,1.921630754,930.3890874,,0.011797097,0.176716093,6.327406258,0.026104469,59.53426483,59.71968594,11.60387175,6.613156951,1.604223679,2.767543485,0.264429429,0,0,0.357195375,0.160717974,0.107211542,61.88330063
10/26/17,664,AcidifiedHeated,34.395,28.5739,2170.3161,7.7590645,817.3436127,819.8482721,1851.774198,129.0293743,21.33579393,55.81875899,4.682203399,0,0,12.25768546,3.143335227,2.093195622,852.0831139,,0.017159384,0.274804101,4.457112056,0.011763773,24.88797859,24.9702463,8.973608662,3.872404977,0.754913526,1.548258871,0.219249984,0,0,0.20210974,0.096169984,0.065598139,25.56687619
11/2/17,671,AcidifiedHeated,34.46,28.520093,2177.8047,7.719357,910.3622541,913.1538686,1882.525549,119.697271,23.78801998,51.64365632,4.260452778,0,0,12.80015315,2.91398832,1.940377202,948.9320638,,0.011547005,0.245573081,4.088753248,0.016347336,39.80875592,39.93828547,13.40934834,4.567194569,1.166527056,1.941949661,0.241023884,0,0,0.27489326,0.112612929,0.076405548,41.02534093
11/10/17,679,AcidifiedHeated,34.648,27.715817,2209.8587,7.7218881,915.8462704,918.6818155,1915.377638,119.5787498,24.36632416,51.33545734,4.007537237,0,0,12.95636708,2.901400774,1.927563279,952.9762759,,0.007888106,0.090026975,6.106368334,0.01449161,35.08995125,35.20041924,10.65364302,3.620579562,0.965460886,1.544798062,0.15154739,0,0,0.210063697,0.088224168,0.058945199,36.40404534
11/16/17,685,AcidifiedHeated,34.050166,26.626668,2164.1215,7.7527197,830.1690237,832.7734674,1870.255653,119.0033023,22.74882122,52.00413723,3.873185156,0,0,12.8593205,2.895899219,1.915076237,861.8767381,,0.010168227,0.144070859,6.35301348,0.022665875,48.8985619,49.05440018,13.05623242,5.748529319,1.383919661,2.429699745,0.229082723,0,0,0.32692108,0.140525001,0.093421718,50.63245647
11/25/17,694,AcidifiedHeated,34.39,25.76490417,2382.6705,8.029290333,431.9273694,433.2972622,1852.731358,217.680425,12.06270487,87.77198064,6.819320445,0,0,9.813650016,5.273645724,3.480445585,447.6597503,,0.011281521,0.155642594,12.9869749,0.013323995,17.90625655,17.96488572,21.42262204,4.858978719,0.522662013,2.193035545,0.24538023,0,0,0.15506892,0.118569994,0.078974723,18.52825714
12/4/17,703,AcidifiedHeated,34.505,26.01289167,2208.011417,7.705277333,953.7768739,956.7936214,1938.722808,109.2837162,26.46663557,47.4209326,3.307697186,0,0,13.61946999,2.646300244,1.748372317,988.990096,,0.00904534,0.148919868,5.256608455,0.010681668,27.5175861,27.60650986,9.9982667,2.559364003,0.832520838,1.130773488,0.109996903,0,0,0.175404286,0.062585236,0.042056676,28.35793481
12/11/17,710,AcidifiedHeated,34.6325,26.51373583,2238.62875,7.733894,897.9261022,900.7377008,1944.733091,119.5406826,24.59937246,51.11197234,3.702843601,0,0,13.11993201,2.894467601,1.9153527,932.0014581,,0.01288057,0.217249753,5.830523789,0.009353502,22.69943308,22.79220265,10.47243418,2.598014762,0.709169848,1.125153696,0.125794844,0,0,0.167200374,0.064579783,0.043153814,23.31839046
12/24/17,723,AcidifiedHeated,34.17583333,26.21052667,2214.124167,7.765306833,820.4108534,822.9986267,1910.152285,123.5326475,22.69145167,53.05690677,3.850203962,0,0,12.82703528,3.000986665,1.98258009,851.0528405,,0.011645002,0.385149092,13.23064544,0.012536943,27.60878361,27.69695404,15.71199593,2.613908757,0.732896112,1.217478786,0.134185781,0,0,0.168109847,0.063864686,0.042010651,28.84099255
12/31/17,730,AcidifiedHeated,34.3425,26.10973917,2228.271667,7.80851525,737.0033219,739.3269395,1894.881081,135.5260572,20.42482757,58.12688016,4.229461424,0,0,12.2428356,3.286246161,2.170987407,764.3726553,,0.018153387,0.142383144,12.17279014,0.024916228,49.22004027,49.37548896,18.96709083,6.478083157,1.333934488,2.787445067,0.234306905,0,0,0.327258868,0.157045181,0.103233794,51.13363316
1/5/18,735,AcidifiedHeated,34.505,25.91278917,2223.106,7.79376825,762.2700581,764.6761607,1900.784819,130.8866118,21.20834618,56.52803461,4.028222777,0,0,12.44347059,3.168397944,2.092700764,790.2624758,,0.012431631,0.151580338,8.363947622,0.011121354,21.31579325,21.38447951,7.085931381,2.988767476,0.566473362,1.186254565,0.091999601,0,0,0.137172097,0.072441696,0.047353867,22.19471809
1/11/18,741,AcidifiedHeated,34.36583333,26.59090417,2173.22975,7.68916775,981.7585561,984.8356535,1912.124351,105.7373392,26.88395588,46.28862187,3.347696857,0,0,13.68050288,2.566356407,1.697980639,1019.17814,,0.021514618,0.107188341,20.372447,0.024771656,64.82951514,65.02902034,29.36375393,4.966708125,1.786968429,2.504071751,0.209075086,0,0,0.37266679,0.120944182,0.08056294,67.23454273
1/20/18,750,AcidifiedHeated,34.51416667,26.3870825,2225.876167,7.729769,910.6265707,913.4889103,1936.707653,117.5262452,25.0215469,50.49751063,3.640773682,0,0,13.21626567,2.847325084,1.882970162,945.0018746,,0.016764862,0.256529671,15.76405484,0.053892997,126.5685599,126.964093,42.76836658,11.54970276,3.383428359,5.44321459,0.407231547,0,0,0.710449377,0.27871448,0.182310278,131.6655525
1/25/18,755,AcidifiedHeated,34.62,26.41239917,2400.358,8.054582667,404.0997759,405.3691263,1829.790934,234.4686853,11.09688553,93.95207222,7.701900099,0,0,9.440844038,5.676070011,3.75537511,419.3508473,,0.009534626,0.185694944,31.33704069,0.019697554,26.48066768,26.56881214,41.32734808,7.246550974,0.756000125,3.474773784,0.429732361,0,0,0.224979094,0.176660618,0.118374859,27.41120095
2/3/18,764,AcidifiedHeated,34.42833333,26.9085075,2204.791583,7.738876833,876.2142006,878.9488337,1909.248928,119.9753999,23.79340716,51.73189348,3.876944542,0,0,12.95809301,2.911642598,1.928999107,910.1924431,,0.007177406,0.082564675,8.310088835,0.029360679,63.70059975,63.91032559,24.46462943,7.324710424,1.765003755,3.32919018,0.302860104,0,0,0.419022421,0.177391874,0.117601694,66.08090297
2/9/18,770,AcidifiedHeated,34.00666667,25.32600583,2159.598,7.8277745,688.744806,690.9397533,1830.460306,133.0552942,19.49206031,58.89970042,4.148099605,0,0,12.15768754,3.231385207,2.128377774,713.2622393,,0.024618298,0.127293762,8.822971711,0.072906669,130.766455,131.1831425,47.72996336,18.74572598,3.673500403,8.411024463,0.688499813,0,0,0.968919716,0.455628276,0.299304349,135.4786392
2/15/18,776,AcidifiedHeated,34.24416667,26.30572917,2194.671667,7.763566833,817.2730529,819.8454375,1892.420538,122.6040628,22.54448691,53.17677967,3.87312519,0,0,12.7861318,2.976686639,1.967509554,847.9491135,,0.021933094,0.174216332,5.625701998,0.023116132,48.48038466,48.63303075,16.67548212,5.731946413,1.359443183,2.533872745,0.234690568,0,0,0.322725375,0.140270552,0.09333579,50.26380367
2/21/18,782,AcidifiedHeated,33.98666667,26.18560167,2191.881,7.709684667,941.6890779,944.6619994,1923.379979,109.0156703,26.09501076,47.103624,3.37653175,0,0,13.61453623,2.651847823,1.75136129,976.7900108,,0.025346089,0.1276089,7.651516891,0.030236712,74.40692923,74.64113525,21.64608268,6.816578022,2.111667185,3.038462114,0.269220267,0,0,0.444173551,0.165561815,0.110727942,77.02714927
2/28/18,789,AcidifiedHeated,34.18916667,25.2365475,2221.023417,7.73077525,900.8706399,903.74566,1944.553405,112.3696768,25.53144442,48.47346841,3.273031173,0,0,13.54737616,2.724000273,1.794564217,932.7597929,,0.010836247,0.134726357,9.208427143,0.029619406,66.17317942,66.37220201,17.20935575,6.844152364,1.84622423,2.944524377,0.225478119,0,0,0.402421019,0.166197306,0.108406232,68.59304554
3/8/18,797,AcidifiedHeated,34.48916667,24.38344333,2230.037583,7.767152583,829.7787162,832.460115,1935.58487,119.5329486,23.97475676,52.06548479,3.329329375,0,0,13.18851001,2.886537386,1.897485457,857.8649531,,0.007929615,0.250671449,6.321881142,0.069781498,149.7007103,150.1790131,39.91888176,15.7982423,4.195619383,7.026572296,0.474007712,0,0,0.924664746,0.380146378,0.249098902,155.0908034
3/15/18,804,AcidifiedHeated,34.70083333,26.7703075,2260.64025,7.83029175,709.6202883,711.8421857,1897.408411,147.8989642,19.30009986,62.68906981,4.765741616,0,0,11.7857484,3.580334705,2.371369907,736.9746538,,0.011645002,0.189692476,7.822543159,0.056954297,106.2003594,106.5367813,36.87314403,15.69454672,2.809903758,6.727807875,0.555399027,0,0,0.703349788,0.37866607,0.250198367,110.543323
3/22/18,811,AcidifiedHeated,34.55083333,25.00141333,2285.0935,7.77045175,837.5111566,840.1952172,1977.434262,125.5135068,23.83147501,53.11196124,3.535461505,0,0,13.05880748,3.032500803,1.997451016,866.7943866,,0.009962049,0.092540413,10.21796186,0.04778761,102.7958322,103.1190846,27.66900346,11.87498717,2.879344962,5.017285886,0.371433161,0,0,0.645967159,0.286140215,0.18901732,106.5054306
3/30/18,819,AcidifiedHeated,34.0025,26.59618,2204.36625,7.785902833,775.7225083,778.1544304,1886.351159,129.2214844,21.28059148,55.41235122,4.168394841,0,0,12.48142746,3.145349111,2.079828656,805.2991012,,0.014847712,0.199932553,19.02003721,0.020670297,45.44621415,45.59225386,27.86998829,5.360943353,1.317470075,2.521534759,0.259509009,0,0,0.333036014,0.130629744,0.087662512,46.95222658
4/6/18,826,AcidifiedHeated,33.44083333,25.74666917,2206.26325,7.82454575,702.8904951,705.1191922,1876.032659,134.3908134,19.74441146,57.28809982,4.176179812,0,0,12.27511389,3.281142554,2.161170946,728.4858099,,0.011645002,0.059964065,18.19391067,0.008780034,19.87977639,19.94193046,19.12042257,1.895675498,0.543359403,0.952800759,0.072998773,0,0,0.12747292,0.045976562,0.030077267,20.64933652
4/12/18,832,AcidifiedHeated,33.595,26.47172167,2199.502,7.828447583,694.1925907,696.3743446,1858.862104,138.5170798,19.13650111,59.11076014,4.510183679,0,0,12.01784839,3.382478872,2.23362905,720.498546,,0.017837652,0.104763239,23.10885288,0.026190693,50.42886637,50.58605979,29.02468788,6.733509022,1.368609635,2.990538964,0.253974811,0,0,0.349060634,0.163891418,0.107848585,52.41082346
4/25/18,845,AcidifiedHeated,34.2975,25.97551333,2202.14575,7.77436725,796.4361634,798.9544793,1895.28261,124.4968424,22.14738756,54.02765207,3.85901565,0,0,12.71261024,3.019526999,1.993728746,825.7898308,,0.017645499,0.060433374,19.84474012,0.018692426,44.52909831,44.66986186,26.70927867,3.903961447,1.239015244,2.029119051,0.167280851,0,0,0.280247305,0.094579516,0.062491895,46.17235321
5/3/18,853,AcidifiedHeated,33.6525,26.76189417,2164.7795,7.767039583,804.9675545,807.4885416,1863.658088,122.1167459,22.0256894,52.87703731,4.028355552,0,0,12.72483029,2.982375008,1.971467743,835.9636315,,0.018153387,0.204615204,26.58238156,0.037779666,85.28799672,85.55358835,37.77851046,8.607724072,2.308444143,3.932429423,0.346931565,0,0,0.527602896,0.210395433,0.139183444,88.65491543
5/9/18,859,AcidifiedHeated,33.27416667,26.32385667,2183.7935,7.7907645,764.1391067,766.5446122,1872.994497,126.3859393,21.16975747,53.98526957,4.058434867,0,0,12.61418742,3.093487457,2.040378504,792.8900751,,0.070641004,0.23738256,15.42346372,0.033053748,68.56274927,68.77230995,25.07040678,7.360061064,1.788982378,3.294274922,0.242730786,0,0,0.4157049,0.17931127,0.117130687,71.48272654
5/17/18,867,AcidifiedHeated,33.6075,26.71555833,2194.2575,7.799158833,748.1001574,750.4444111,1870.978758,131.4363245,20.49838077,56.11621394,4.306148529,0,0,12.3469791,3.210859797,2.121980131,776.8301881,,0.013568011,0.12935579,23.35711237,0.021511028,48.34669019,48.49675758,30.04391123,4.696412591,1.300816449,2.316186907,0.199895355,0,0,0.304400975,0.114535755,0.075501963,50.28316631
5/24/18,874,AcidifiedHeated,34.04833333,26.47561,2203.266667,7.820836417,708.7422533,710.9692276,1863.329879,138.0426362,19.48341431,59.39264872,4.474382328,0,0,12.02821859,3.358145096,2.219603503,735.6226604,,0.025878504,0.218524889,22.90237418,0.038037909,71.24031587,71.45922081,36.94842864,9.050980187,1.872247661,4.321997242,0.327906437,0,0,0.472128443,0.218506005,0.14304336,74.2113805
5/31/18,881,AcidifiedHeated,34.37583333,26.95353167,2198.046667,7.821403,702.7930797,704.9888585,1851.227691,140.6433112,19.06747691,60.8529298,4.694892209,0,0,11.83477623,3.415229432,2.26220241,730.1373187,,0.013113722,0.184572665,20.65792363,0.027562102,53.00461069,53.16685248,28.79651896,6.690203011,1.380996037,3.14462808,0.250251856,0,0,0.342006335,0.161405412,0.105873621,55.25702939
6/7/18,888,AcidifiedHeated,34.43333333,26.8870425,2233.5625,7.797893917,759.5864114,761.9617137,1898.18065,136.4205561,20.63850265,58.13199678,4.424997333,0,0,12.19770371,3.310659909,2.192741513,789.0209286,,0.017232809,0.100325636,22.15875335,0.02170188,46.4152304,46.55910527,29.03907055,5.073068458,1.240333535,2.480004754,0.205241985,0,0,0.295315516,0.122498089,0.080739474,48.28501452
6/16/18,897,AcidifiedHeated,34.3075,27.74061917,2205.878833,7.716318417,932.5179701,935.4037122,1916.887962,117.4505199,24.83004988,50.16264857,3.946909696,0,0,13.09942389,2.858241487,1.897770657,970.4280194,,0.025628464,0.435136013,20.38535758,0.0348787,80.34528453,80.58752151,31.95736734,7.558784041,2.045274422,3.557915761,0.299439432,0,0,0.447046666,0.182422524,0.120041679,83.99880851
6/24/18,905,AcidifiedHeated,34.58166667,27.2788925,2233.748583,7.722673583,937.6287622,940.5465635,1938.13624,120.2755812,25.20887525,51.17614858,3.904693659,0,0,13.09608704,2.917366584,1.93514053,974.7731599,,0.012673045,0.123971813,10.718829,0.073784237,177.4077224,177.9571233,41.27453977,17.47137781,4.723623803,7.46624524,0.630706669,0,0,0.978926352,0.423372238,0.280339699,184.5902224
7/2/18,913,AcidifiedHeated,34.39166667,28.10459,2239.133167,7.7399445,887.0558787,889.7894056,1928.786765,126.4629498,23.41198027,53.14006606,4.299065109,0,0,12.71942953,3.077740203,2.046311798,923.8034642,,0.008348471,0.132529971,12.88513341,0.007721639,17.4129212,17.4679743,11.93807198,2.334054197,0.488282038,0.88161766,0.101531848,0,0,0.115394444,0.057076555,0.0382559,18.04971741
7/9/18,920,AcidifiedHeated,34.50583333,27.8786975,2233.2735,7.676417333,1044.299685,1047.526802,1961.635804,110.6255849,27.69961497,46.75216502,3.655929229,0,0,13.6008547,2.688392938,1.786549622,1087.010383,,0.013113722,0.184728099,12.92777164,0.02374052,69.33619062,69.55519343,23.09680484,5.279385844,1.922478296,2.366802612,0.237267769,0,0,0.361869167,0.128930444,0.086433214,71.88604321
